free,DisplayLength,Plus9Location,Light Configuration,Speaker Configuration,Side,Track,TrackLength,OperationCode,Station,OperationType,Status,unique unit config id
34-02,"34'2""",None,Single,8SP,Passenger,2,4,SP2,2,Speaker,,34-02-0-S-8SP
34-02,"34'2""",None,Single,8SP,Passenger,2,4,L3,3,Light,,34-02-0-S-8SP
34-02,"34'2""",None,Single,8SP,Passenger,3,3,SP1,1,Speaker,,34-02-0-S-8SP
34-02,"34'2""",None,Single,8SP,Passenger,3,3,L3,3,Light,,34-02-0-S-8SP
34-02,"34'2""",None,Single,8SP,Passenger,4,2,SP2,2,Speaker,,34-02-0-S-8SP
35-08,"35'8""",FrontAndRear,Double,4SP,Driver,1,3+9,L1,1,Light,,35-08-FR-D-4SP
35-08,"35'8""",FrontAndRear,Double,4SP,Driver,1,3+9,L3,3,Light,,35-08-FR-D-4SP
35-08,"35'8""",FrontAndRear,Double,4SP,Driver,1,3+9,SP3,3,Speaker,,35-08-FR-D-4SP
35-08,"35'8""",FrontAndRear,Double,4SP,Driver,2,4,L2,2,Light,,35-08-FR-D-4SP
35-08,"35'8""",FrontAndRear,Double,4SP,Driver,2,4,L4,4,Light,,35-08-FR-D-4SP
35-08,"35'8""",FrontAndRear,Double,4SP,Driver,3,4,L2,2,Light,,35-08-FR-D-4SP
35-08,"35'8""",FrontAndRear,Double,4SP,Driver,3,4,SP2,2,Speaker,,35-08-FR-D-4SP
35-08,"35'8""",FrontAndRear,Double,4SP,Driver,3,4,L4,4,Light,,35-08-FR-D-4SP
35-08,"35'8""",FrontAndRear,Double,4SP,Driver,4,2+9,L2,2,Light,,35-08-FR-D-4SP
35-08,"35'8""",FrontAndRear,Double,4SP,Passenger,1,3+9,L1,1,Light,,35-08-FR-D-4SP
35-08,"35'8""",FrontAndRear,Double,4SP,Passenger,1,3+9,L3,3,Light,,35-08-FR-D-4SP
35-08,"35'8""",FrontAndRear,Double,4SP,Passenger,2,4,L2,2,Light,,35-08-FR-D-4SP
35-08,"35'8""",FrontAndRear,Double,4SP,Passenger,2,4,SP2,2,Speaker,,35-08-FR-D-4SP
35-08,"35'8""",FrontAndRear,Double,4SP,Passenger,2,4,L4,4,Light,,35-08-FR-D-4SP
35-08,"35'8""",FrontAndRear,Double,4SP,Passenger,3,4,L2,2,Light,,35-08-FR-D-4SP
35-08,"35'8""",FrontAndRear,Double,4SP,Passenger,3,4,L4,4,Light,,35-08-FR-D-4SP
35-08,"35'8""",FrontAndRear,Double,4SP,Passenger,3,4,SP4,4,Speaker,,35-08-FR-D-4SP
35-08,"35'8""",FrontAndRear,Double,4SP,Passenger,4,2+9,L2,2,Light,,35-08-FR-D-4SP
35-08,"35'8""",FrontAndRear,Double,8SP,Driver,1,3+9,L1,1,Light,,35-08-FR-D-8SP
35-08,"35'8""",FrontAndRear,Double,8SP,Driver,1,3+9,L3,3,Light,,35-08-FR-D-8SP
35-08,"35'8""",FrontAndRear,Double,8SP,Driver,1,3+9,SP3,3,Speaker,,35-08-FR-D-8SP
35-08,"35'8""",FrontAndRear,Double,8SP,Driver,2,4,L2,2,Light,,35-08-FR-D-8SP
35-08,"35'8""",FrontAndRear,Double,8SP,Driver,2,4,SP2,2,Speaker,,35-08-FR-D-8SP
35-08,"35'8""",FrontAndRear,Double,8SP,Driver,2,4,L4,4,Light,,35-08-FR-D-8SP
35-08,"35'8""",FrontAndRear,Double,8SP,Driver,3,4,SP1,1,Speaker,,35-08-FR-D-8SP
35-08,"35'8""",FrontAndRear,Double,8SP,Driver,3,4,L2,2,Light,,35-08-FR-D-8SP
35-08,"35'8""",FrontAndRear,Double,8SP,Driver,3,4,L4,4,Light,,35-08-FR-D-8SP
35-08,"35'8""",FrontAndRear,Double,8SP,Driver,4,2+9,SP1,1,Speaker,,35-08-FR-D-8SP
35-08,"35'8""",FrontAndRear,Double,8SP,Driver,4,2+9,L2,2,Light,,35-08-FR-D-8SP
35-08,"35'8""",FrontAndRear,Double,8SP,Passenger,1,3+9,L1,1,Light,,35-08-FR-D-8SP
35-08,"35'8""",FrontAndRear,Double,8SP,Passenger,1,3+9,L3,3,Light,,35-08-FR-D-8SP
35-08,"35'8""",FrontAndRear,Double,8SP,Passenger,2,4,SP1,1,Speaker,,35-08-FR-D-8SP
35-08,"35'8""",FrontAndRear,Double,8SP,Passenger,2,4,L2,2,Light,,35-08-FR-D-8SP
35-08,"35'8""",FrontAndRear,Double,8SP,Passenger,2,4,SP3,3,Speaker,,35-08-FR-D-8SP
35-08,"35'8""",FrontAndRear,Double,8SP,Passenger,2,4,L4,4,Light,,35-08-FR-D-8SP
35-08,"35'8""",FrontAndRear,Double,8SP,Passenger,3,4,L2,2,Light,,35-08-FR-D-8SP
35-08,"35'8""",FrontAndRear,Double,8SP,Passenger,3,4,SP2,2,Speaker,,35-08-FR-D-8SP
35-08,"35'8""",FrontAndRear,Double,8SP,Passenger,3,4,L4,4,Light,,35-08-FR-D-8SP
35-08,"35'8""",FrontAndRear,Double,8SP,Passenger,4,2+9,L2,2,Light,,35-08-FR-D-8SP
35-08,"35'8""",FrontAndRear,Double,8SP,Passenger,4,2+9,SP2,2,Speaker,,35-08-FR-D-8SP
35-08,"35'8""",FrontAndRear,Single,4SP,Driver,1,3+9,L1,1,Light,,35-08-FR-S-4SP
35-08,"35'8""",FrontAndRear,Single,4SP,Driver,1,3+9,SP3,3,Speaker,,35-08-FR-S-4SP
35-08,"35'8""",FrontAndRear,Single,4SP,Driver,2,4,L2,2,Light,,35-08-FR-S-4SP
35-08,"35'8""",FrontAndRear,Single,4SP,Driver,3,4,L2,2,Light,,35-08-FR-S-4SP
35-08,"35'8""",FrontAndRear,Single,4SP,Driver,3,4,SP2,2,Speaker,,35-08-FR-S-4SP
35-08,"35'8""",FrontAndRear,Single,4SP,Driver,4,2+9,L2,2,Light,,35-08-FR-S-4SP
35-08,"35'8""",FrontAndRear,Single,4SP,Passenger,1,3+9,L3,3,Light,,35-08-FR-S-4SP
35-08,"35'8""",FrontAndRear,Single,4SP,Passenger,2,4,SP2,2,Speaker,,35-08-FR-S-4SP
35-08,"35'8""",FrontAndRear,Single,4SP,Passenger,2,4,L4,4,Light,,35-08-FR-S-4SP
35-08,"35'8""",FrontAndRear,Single,4SP,Passenger,3,4,L4,4,Light,,35-08-FR-S-4SP
35-08,"35'8""",FrontAndRear,Single,4SP,Passenger,3,4,SP4,4,Speaker,,35-08-FR-S-4SP
35-08,"35'8""",FrontAndRear,Single,4SP,Passenger,4,2+9,,,,,35-08-FR-S-4SP
35-08,"35'8""",FrontAndRear,Single,8SP,Driver,1,3+9,L1,1,Light,,35-08-FR-S-8SP
35-08,"35'8""",FrontAndRear,Single,8SP,Driver,1,3+9,SP3,3,Speaker,,35-08-FR-S-8SP
35-08,"35'8""",FrontAndRear,Single,8SP,Driver,2,4,L2,2,Light,,35-08-FR-S-8SP
35-08,"35'8""",FrontAndRear,Single,8SP,Driver,2,4,SP2,2,Speaker,,35-08-FR-S-8SP
35-08,"35'8""",FrontAndRear,Single,8SP,Driver,3,4,SP1,1,Speaker,,35-08-FR-S-8SP
35-08,"35'8""",FrontAndRear,Single,8SP,Driver,3,4,L2,2,Light,,35-08-FR-S-8SP
35-08,"35'8""",FrontAndRear,Single,8SP,Driver,4,2+9,SP1,1,Speaker,,35-08-FR-S-8SP
35-08,"35'8""",FrontAndRear,Single,8SP,Driver,4,2+9,L2,2,Light,,35-08-FR-S-8SP
35-08,"35'8""",FrontAndRear,Single,8SP,Passenger,1,3+9,L3,3,Light,,35-08-FR-S-8SP
35-08,"35'8""",FrontAndRear,Single,8SP,Passenger,2,4,SP1,1,Speaker,,35-08-FR-S-8SP
35-08,"35'8""",FrontAndRear,Single,8SP,Passenger,2,4,SP3,3,Speaker,,35-08-FR-S-8SP
35-08,"35'8""",FrontAndRear,Single,8SP,Passenger,2,4,L4,4,Light,,35-08-FR-S-8SP
35-08,"35'8""",FrontAndRear,Single,8SP,Passenger,3,4,SP2,2,Speaker,,35-08-FR-S-8SP
35-08,"35'8""",FrontAndRear,Single,8SP,Passenger,3,4,L4,4,Light,,35-08-FR-S-8SP
35-08,"35'8""",FrontAndRear,Single,8SP,Passenger,4,2+9,SP2,2,Speaker,,35-08-FR-S-8SP
